trial,pathway,n_nodes,n_hidden_init,strategy,step,delta_uk,uk_current,oracle_top1
26,Tryptophan Metabolism,5,2,commutator,1,0.09195765529578548,2.276004574742529,1
26,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
26,Tryptophan Metabolism,5,2,variance,1,0.09195765529578548,2.276004574742529,1
26,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
26,Tryptophan Metabolism,5,2,random,1,-0.4158261962113605,2.783788426249675,0
26,Tryptophan Metabolism,5,2,random,2,0.0009766452169479578,2.782811781032727,0
27,Arginine and Proline Metabolism,6,2,commutator,1,-0.17147811424524217,2.670595356926951,1
27,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
27,Arginine and Proline Metabolism,6,2,variance,1,-0.17147811424524217,2.670595356926951,1
27,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
27,Arginine and Proline Metabolism,6,2,random,1,-0.17147811424524217,2.670595356926951,1
27,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
27,Purine Metabolism,4,2,commutator,1,-0.31053051068902526,2.0102702081160833,1
27,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
27,Purine Metabolism,4,2,variance,1,-0.31053051068902526,2.0102702081160833,1
27,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
27,Purine Metabolism,4,2,random,1,-0.31053051068902526,2.0102702081160833,1
27,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
27,Pyrimidine Metabolism,6,2,commutator,1,-0.4249090979988721,3.9353525967108527,0
27,Pyrimidine Metabolism,6,2,commutator,2,-0.412760452928556,4.348113049639409,0
27,Pyrimidine Metabolism,6,2,variance,1,-0.4249090979988721,3.9353525967108527,0
27,Pyrimidine Metabolism,6,2,variance,2,-0.412760452928556,4.348113049639409,0
27,Pyrimidine Metabolism,6,2,random,1,-0.4249090979988721,3.9353525967108527,0
27,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
27,Tryptophan Metabolism,5,2,commutator,1,-0.02134148527107005,2.2269374491509737,1
27,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
27,Tryptophan Metabolism,5,2,variance,1,-0.02134148527107005,2.2269374491509737,1
27,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
27,Tryptophan Metabolism,5,2,random,1,-0.02134148527107005,2.2269374491509737,1
27,Tryptophan Metabolism,5,2,random,2,-0.5558743318817534,2.782811781032727,0
28,Arginine and Proline Metabolism,6,2,commutator,1,-0.5016859504173223,2.831056467299049,0
28,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
28,Arginine and Proline Metabolism,6,2,variance,1,-0.5016859504173223,2.831056467299049,0
28,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
28,Arginine and Proline Metabolism,6,2,random,1,-0.3677809867587394,2.697151503640466,1
28,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
28,Purine Metabolism,4,2,commutator,1,-0.31053051068902526,2.0102702081160833,1
28,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
28,Purine Metabolism,4,2,variance,1,-0.31053051068902526,2.0102702081160833,1
28,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
28,Purine Metabolism,4,2,random,1,-0.31053051068902526,2.0102702081160833,1
28,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
28,Pyrimidine Metabolism,6,2,commutator,1,-0.490372761063262,4.0859512424579645,0
28,Pyrimidine Metabolism,6,2,commutator,2,-0.2621618071814442,4.348113049639409,0
28,Pyrimidine Metabolism,6,2,variance,1,-0.490372761063262,4.0859512424579645,0
28,Pyrimidine Metabolism,6,2,variance,2,-0.2621618071814442,4.348113049639409,0
28,Pyrimidine Metabolism,6,2,random,1,-0.3104803233809541,3.9060588047756566,1
28,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
28,Tryptophan Metabolism,5,2,commutator,1,0.04224493450936384,2.276004574742529,1
28,Tryptophan Metabolism,5,2,commutator,2,-0.506807206290198,2.782811781032727,0
28,Tryptophan Metabolism,5,2,variance,1,0.04224493450936384,2.276004574742529,1
28,Tryptophan Metabolism,5,2,variance,2,-0.506807206290198,2.782811781032727,0
28,Tryptophan Metabolism,5,2,random,1,0.04224493450936384,2.276004574742529,1
28,Tryptophan Metabolism,5,2,random,2,-0.506807206290198,2.782811781032727,0
29,Arginine and Proline Metabolism,6,2,commutator,1,-0.08490507084953824,2.670595356926951,1
29,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
29,Arginine and Proline Metabolism,6,2,variance,1,-0.08490507084953824,2.670595356926951,1
29,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
29,Arginine and Proline Metabolism,6,2,random,1,-0.55978320485577,3.145473490933183,0
29,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
29,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
29,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
29,Purine Metabolism,4,2,variance,1,-0.3171230275041661,2.0102702081160833,1
29,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
29,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,0
29,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
29,Pyrimidine Metabolism,6,2,commutator,1,-0.42711830260607586,3.982727951491012,1
29,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
29,Pyrimidine Metabolism,6,2,variance,1,-0.45144740464577504,4.007057053530711,0
29,Pyrimidine Metabolism,6,2,variance,2,-0.34105599610869763,4.348113049639409,0
29,Pyrimidine Metabolism,6,2,random,1,-0.45144740464577504,4.007057053530711,0
29,Pyrimidine Metabolism,6,2,random,2,-0.34105599610869763,4.348113049639409,0
29,Tryptophan Metabolism,5,2,commutator,1,-0.06357034957137087,2.0223308673994205,1
29,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
29,Tryptophan Metabolism,5,2,variance,1,-0.06357034957137087,2.0223308673994205,1
29,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
29,Tryptophan Metabolism,5,2,random,1,-0.06357034957137087,2.0223308673994205,1
29,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
30,Arginine and Proline Metabolism,6,2,commutator,1,-0.04812060569097598,3.145473490933183,0
30,Arginine and Proline Metabolism,6,2,commutator,2,-0.018138992107628482,3.1636124830408114,0
30,Arginine and Proline Metabolism,6,2,variance,1,-0.04812060569097598,3.145473490933183,0
30,Arginine and Proline Metabolism,6,2,variance,2,-0.018138992107628482,3.1636124830408114,0
30,Arginine and Proline Metabolism,6,2,random,1,-0.04812060569097598,3.145473490933183,0
30,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
30,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
30,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
30,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
30,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
30,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
30,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
30,Pyrimidine Metabolism,6,2,commutator,1,-0.2939060735542758,3.982727951491012,1
30,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
30,Pyrimidine Metabolism,6,2,variance,1,-0.2939060735542758,3.982727951491012,1
30,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
30,Pyrimidine Metabolism,6,2,random,1,-0.3971293645212284,4.0859512424579645,0
30,Pyrimidine Metabolism,6,2,random,2,-0.2621618071814442,4.348113049639409,0
30,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
30,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
30,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
30,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
30,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
30,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
31,Arginine and Proline Metabolism,6,2,commutator,1,-0.06386399631584583,2.697151503640466,1
31,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
31,Arginine and Proline Metabolism,6,2,variance,1,-0.06386399631584583,2.697151503640466,1
31,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
31,Arginine and Proline Metabolism,6,2,random,1,-0.06386399631584583,2.697151503640466,1
31,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
31,Purine Metabolism,4,2,commutator,1,-0.31053051068902526,2.0102702081160833,1
31,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
31,Purine Metabolism,4,2,variance,1,-0.31053051068902526,2.0102702081160833,1
31,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
31,Purine Metabolism,4,2,random,1,-0.31053051068902526,2.0102702081160833,1
31,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
31,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
31,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
31,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
31,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
31,Pyrimidine Metabolism,6,2,random,1,-0.4730318527410571,3.9353525967108527,1
31,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
31,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
31,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
31,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
31,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
31,Tryptophan Metabolism,5,2,random,1,-0.019150574933783915,2.2269374491509737,1
31,Tryptophan Metabolism,5,2,random,2,-0.5558743318817534,2.782811781032727,0
32,Arginine and Proline Metabolism,6,2,commutator,1,-0.04812060569097598,3.145473490933183,0
32,Arginine and Proline Metabolism,6,2,commutator,2,-0.018138992107628482,3.1636124830408114,0
32,Arginine and Proline Metabolism,6,2,variance,1,-0.04812060569097598,3.145473490933183,0
32,Arginine and Proline Metabolism,6,2,variance,2,-0.018138992107628482,3.1636124830408114,0
32,Arginine and Proline Metabolism,6,2,random,1,-0.04812060569097598,3.145473490933183,0
32,Arginine and Proline Metabolism,6,2,random,2,-0.018138992107628482,3.1636124830408114,0
32,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
32,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
32,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
32,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
32,Purine Metabolism,4,2,random,1,-0.33570429592603324,2.4169516289868036,1
32,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
32,Pyrimidine Metabolism,6,2,commutator,1,-0.5448967316378113,3.982727951491012,0
32,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
32,Pyrimidine Metabolism,6,2,variance,1,-0.5448967316378113,3.982727951491012,0
32,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
32,Pyrimidine Metabolism,6,2,random,1,-0.468227584922456,3.9060588047756566,1
32,Pyrimidine Metabolism,6,2,random,2,-0.4420542448637521,4.348113049639409,0
32,Tryptophan Metabolism,5,2,commutator,1,-0.42849036074684177,2.2269374491509737,0
32,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
32,Tryptophan Metabolism,5,2,variance,1,-0.42849036074684177,2.2269374491509737,0
32,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
32,Tryptophan Metabolism,5,2,random,1,-0.22388377899528855,2.0223308673994205,1
32,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
33,Arginine and Proline Metabolism,6,2,commutator,1,-0.1637443737061055,2.831056467299049,1
33,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
33,Arginine and Proline Metabolism,6,2,variance,1,-0.1637443737061055,2.831056467299049,1
33,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
33,Arginine and Proline Metabolism,6,2,random,1,-0.1637443737061055,2.831056467299049,1
33,Arginine and Proline Metabolism,6,2,random,2,-0.3325560157417624,3.1636124830408114,0
33,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
33,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
33,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
33,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
33,Purine Metabolism,4,2,random,1,-0.7640027304308084,2.8452500634915787,0
33,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
33,Pyrimidine Metabolism,6,2,commutator,1,-0.490372761063262,4.0859512424579645,0
33,Pyrimidine Metabolism,6,2,commutator,2,-0.2621618071814442,4.348113049639409,0
33,Pyrimidine Metabolism,6,2,variance,1,-0.490372761063262,4.0859512424579645,0
33,Pyrimidine Metabolism,6,2,variance,2,-0.2621618071814442,4.348113049639409,0
33,Pyrimidine Metabolism,6,2,random,1,-0.490372761063262,4.0859512424579645,0
33,Pyrimidine Metabolism,6,2,random,2,-0.2621618071814442,4.348113049639409,0
33,Tryptophan Metabolism,5,2,commutator,1,-0.06357034957137087,2.0223308673994205,1
33,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
33,Tryptophan Metabolism,5,2,variance,1,-0.06357034957137087,2.0223308673994205,1
33,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
33,Tryptophan Metabolism,5,2,random,1,-0.8039283558069585,2.762688873635008,0
33,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
34,Arginine and Proline Metabolism,6,2,commutator,1,-0.5095995603885117,2.670595356926951,1
34,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
34,Arginine and Proline Metabolism,6,2,variance,1,-0.5095995603885117,2.670595356926951,1
34,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
34,Arginine and Proline Metabolism,6,2,random,1,-0.5361557071020266,2.697151503640466,0
34,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
34,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
34,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
34,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
34,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
34,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
34,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
34,Pyrimidine Metabolism,6,2,commutator,1,-0.3472404085996681,4.008979501969556,1
34,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
34,Pyrimidine Metabolism,6,2,variance,1,-0.3472404085996681,4.008979501969556,1
34,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
34,Pyrimidine Metabolism,6,2,random,1,-0.3472404085996681,4.008979501969556,1
34,Pyrimidine Metabolism,6,2,random,2,-0.33913354766985293,4.348113049639409,0
34,Tryptophan Metabolism,5,2,commutator,1,-0.02134148527107005,2.2269374491509737,1
34,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
34,Tryptophan Metabolism,5,2,variance,1,-0.02134148527107005,2.2269374491509737,1
34,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
34,Tryptophan Metabolism,5,2,random,1,-0.02134148527107005,2.2269374491509737,1
34,Tryptophan Metabolism,5,2,random,2,-0.5558743318817534,2.782811781032727,0
35,Arginine and Proline Metabolism,6,2,commutator,1,-0.17605319068781577,2.670595356926951,1
35,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
35,Arginine and Proline Metabolism,6,2,variance,1,-0.17605319068781577,2.670595356926951,1
35,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
35,Arginine and Proline Metabolism,6,2,random,1,-0.572255239469909,3.0667974057090444,0
35,Arginine and Proline Metabolism,6,2,random,2,-0.09681507733176709,3.1636124830408114,0
35,Purine Metabolism,4,2,commutator,1,-0.3171230275041661,2.0102702081160833,1
35,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
35,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
35,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
35,Purine Metabolism,4,2,random,1,-0.3171230275041661,2.0102702081160833,1
35,Purine Metabolism,4,2,random,2,-0.9324379170871953,2.9427081252032785,0
35,Pyrimidine Metabolism,6,2,commutator,1,-0.2939060735542758,3.982727951491012,1
35,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
35,Pyrimidine Metabolism,6,2,variance,1,-0.2939060735542758,3.982727951491012,1
35,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
35,Pyrimidine Metabolism,6,2,random,1,-0.3971293645212284,4.0859512424579645,0
35,Pyrimidine Metabolism,6,2,random,2,-0.2621618071814442,4.348113049639409,0
35,Tryptophan Metabolism,5,2,commutator,1,0.012446075836779258,2.783788426249675,0
35,Tryptophan Metabolism,5,2,commutator,2,0.0009766452169479578,2.782811781032727,0
35,Tryptophan Metabolism,5,2,variance,1,0.012446075836779258,2.783788426249675,0
35,Tryptophan Metabolism,5,2,variance,2,0.0009766452169479578,2.782811781032727,0
35,Tryptophan Metabolism,5,2,random,1,0.012446075836779258,2.783788426249675,0
35,Tryptophan Metabolism,5,2,random,2,0.0009766452169479578,2.782811781032727,0
36,Arginine and Proline Metabolism,6,2,commutator,1,-0.22304698930072364,2.697151503640466,1
36,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
36,Arginine and Proline Metabolism,6,2,variance,1,-0.22304698930072364,2.697151503640466,1
36,Arginine and Proline Metabolism,6,2,variance,2,-0.46646097940034537,3.1636124830408114,0
36,Arginine and Proline Metabolism,6,2,random,1,-0.22304698930072364,2.697151503640466,1
36,Arginine and Proline Metabolism,6,2,random,2,-0.46646097940034537,3.1636124830408114,0
36,Purine Metabolism,4,2,commutator,1,-0.8156261150597279,2.508773295671645,0
36,Purine Metabolism,4,2,commutator,2,-0.4339348295316334,2.9427081252032785,0
36,Purine Metabolism,4,2,variance,1,-0.8156261150597279,2.508773295671645,0
36,Purine Metabolism,4,2,variance,2,-0.4339348295316334,2.9427081252032785,0
36,Purine Metabolism,4,2,random,1,-0.7238044483748864,2.4169516289868036,1
36,Purine Metabolism,4,2,random,2,-0.5257564962164749,2.9427081252032785,0
36,Pyrimidine Metabolism,6,2,commutator,1,-0.5077764787436632,4.008979501969556,0
36,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
36,Pyrimidine Metabolism,6,2,variance,1,-0.5077764787436632,4.008979501969556,0
36,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
36,Pyrimidine Metabolism,6,2,random,1,-0.4341495734849601,3.9353525967108527,1
36,Pyrimidine Metabolism,6,2,random,2,-0.412760452928556,4.348113049639409,0
36,Tryptophan Metabolism,5,2,commutator,1,-0.03298366459219482,2.0223308673994205,1
36,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
36,Tryptophan Metabolism,5,2,variance,1,-0.03298366459219482,2.0223308673994205,1
36,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
36,Tryptophan Metabolism,5,2,random,1,-0.03298366459219482,2.0223308673994205,1
36,Tryptophan Metabolism,5,2,random,2,-0.7604809136333066,2.782811781032727,0
37,Arginine and Proline Metabolism,6,2,commutator,1,-0.5016859504173223,2.831056467299049,0
37,Arginine and Proline Metabolism,6,2,commutator,2,-0.3325560157417624,3.1636124830408114,0
37,Arginine and Proline Metabolism,6,2,variance,1,-0.5016859504173223,2.831056467299049,0
37,Arginine and Proline Metabolism,6,2,variance,2,-0.3325560157417624,3.1636124830408114,0
37,Arginine and Proline Metabolism,6,2,random,1,-0.5016859504173223,2.831056467299049,0
37,Arginine and Proline Metabolism,6,2,random,2,-0.3325560157417624,3.1636124830408114,0
37,Purine Metabolism,4,2,commutator,1,-0.31053051068902526,2.0102702081160833,1
37,Purine Metabolism,4,2,commutator,2,-0.9324379170871953,2.9427081252032785,0
37,Purine Metabolism,4,2,variance,1,-0.31053051068902526,2.0102702081160833,1
37,Purine Metabolism,4,2,variance,2,-0.9324379170871953,2.9427081252032785,0
37,Purine Metabolism,4,2,random,1,-1.1455103660645207,2.8452500634915787,0
37,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
37,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
37,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
37,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
37,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
37,Pyrimidine Metabolism,6,2,random,1,-0.5204072075212163,3.982727951491012,0
37,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
37,Tryptophan Metabolism,5,2,commutator,1,-0.06357034957137087,2.0223308673994205,1
37,Tryptophan Metabolism,5,2,commutator,2,-0.7604809136333066,2.782811781032727,0
37,Tryptophan Metabolism,5,2,variance,1,-0.06357034957137087,2.0223308673994205,1
37,Tryptophan Metabolism,5,2,variance,2,-0.7604809136333066,2.782811781032727,0
37,Tryptophan Metabolism,5,2,random,1,-0.8039283558069585,2.762688873635008,0
37,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
38,Arginine and Proline Metabolism,6,2,commutator,1,-0.08490507084953824,2.670595356926951,1
38,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
38,Arginine and Proline Metabolism,6,2,variance,1,-0.08490507084953824,2.670595356926951,1
38,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
38,Arginine and Proline Metabolism,6,2,random,1,-0.08490507084953824,2.670595356926951,1
38,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
38,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
38,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
38,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
38,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
38,Purine Metabolism,4,2,random,1,-0.7640027304308084,2.8452500634915787,0
38,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
38,Pyrimidine Metabolism,6,2,commutator,1,-0.5204072075212163,3.982727951491012,0
38,Pyrimidine Metabolism,6,2,commutator,2,-0.3653850981483968,4.348113049639409,0
38,Pyrimidine Metabolism,6,2,variance,1,-0.5204072075212163,3.982727951491012,0
38,Pyrimidine Metabolism,6,2,variance,2,-0.3653850981483968,4.348113049639409,0
38,Pyrimidine Metabolism,6,2,random,1,-0.5204072075212163,3.982727951491012,0
38,Pyrimidine Metabolism,6,2,random,2,-0.3653850981483968,4.348113049639409,0
38,Tryptophan Metabolism,5,2,commutator,1,-0.019150574933783915,2.2269374491509737,1
38,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
38,Tryptophan Metabolism,5,2,variance,1,-0.019150574933783915,2.2269374491509737,1
38,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
38,Tryptophan Metabolism,5,2,random,1,-0.5549019994178184,2.762688873635008,0
38,Tryptophan Metabolism,5,2,random,2,-0.020122907397718937,2.782811781032727,0
39,Arginine and Proline Metabolism,6,2,commutator,1,-0.3626259501068474,2.670595356926951,1
39,Arginine and Proline Metabolism,6,2,commutator,2,-0.4930171261138603,3.1636124830408114,0
39,Arginine and Proline Metabolism,6,2,variance,1,-0.3626259501068474,2.670595356926951,1
39,Arginine and Proline Metabolism,6,2,variance,2,-0.4930171261138603,3.1636124830408114,0
39,Arginine and Proline Metabolism,6,2,random,1,-0.3626259501068474,2.670595356926951,1
39,Arginine and Proline Metabolism,6,2,random,2,-0.4930171261138603,3.1636124830408114,0
39,Purine Metabolism,4,2,commutator,1,-0.33570429592603324,2.4169516289868036,1
39,Purine Metabolism,4,2,commutator,2,-0.5257564962164749,2.9427081252032785,0
39,Purine Metabolism,4,2,variance,1,-0.33570429592603324,2.4169516289868036,1
39,Purine Metabolism,4,2,variance,2,-0.5257564962164749,2.9427081252032785,0
39,Purine Metabolism,4,2,random,1,-0.7640027304308084,2.8452500634915787,0
39,Purine Metabolism,4,2,random,2,-0.0974580617116998,2.9427081252032785,0
39,Pyrimidine Metabolism,6,2,commutator,1,-0.5077764787436632,4.008979501969556,0
39,Pyrimidine Metabolism,6,2,commutator,2,-0.33913354766985293,4.348113049639409,0
39,Pyrimidine Metabolism,6,2,variance,1,-0.5077764787436632,4.008979501969556,0
39,Pyrimidine Metabolism,6,2,variance,2,-0.33913354766985293,4.348113049639409,0
39,Pyrimidine Metabolism,6,2,random,1,-0.5077764787436632,4.008979501969556,0
39,Pyrimidine Metabolism,6,2,random,2,-0.33913354766985293,4.348113049639409,0
39,Tryptophan Metabolism,5,2,commutator,1,-0.02134148527107005,2.2269374491509737,1
39,Tryptophan Metabolism,5,2,commutator,2,-0.5558743318817534,2.782811781032727,0
39,Tryptophan Metabolism,5,2,variance,1,-0.02134148527107005,2.2269374491509737,1
39,Tryptophan Metabolism,5,2,variance,2,-0.5558743318817534,2.782811781032727,0
39,Tryptophan Metabolism,5,2,random,1,-0.5781924623697714,2.783788426249675,0
39,Tryptophan Metabolism,5,2,random,2,0.0009766452169479578,2.782811781032727,0
40,Arginine and Proline Metabolism,6,2,commutator,1,-0.06386399631584583,2.697151503640466,1
40,Arginine and Proline Metabolism,6,2,commutator,2,-0.46646097940034537,3.1636124830408114,0
40,Arginine and Proline Metabolism,6,2,variance,1,-0.06386399631584583,2.697151503640466,1
